entropy_correlation	entropy_pvalue	agreement_correlation	agreement_pvalue	n_samples	cluster_method	entropy_pvalue_corrected	agreement_pvalue_corrected
				483	kmeans		
				483	gmm		
-0.0041623511870612275	0.9273015351529182	-0.004162351187061225	0.9273015351529182	483	spectral		
